secteur;Activity;Country;Haul;Class;Type;Material;Fuel;load;Waste type;Size;Unit;Year;kg CO2e;kg CO2;kg CH4;kg N2O;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Finland;;;;;;;;;kWh;2018;  0,02736 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);France;;;;;;;;;kWh;2018;  0,00887 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Germany;;;;;;;;;kWh;2018;  0,07481 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Gibraltar;;;;;;;;;kWh;2018;  0,11879 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Greece;;;;;;;;;kWh;2018;  0,11484 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Hong Kong, China;;;;;;;;;kWh;2018;  0,12299 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Hungary;;;;;;;;;kWh;2018;  0,04655 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Iceland;;;;;;;;;kWh;2018;  0,00003 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);India;;;;;;;;;kWh;2018;  0,12249 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Indonesia;;;;;;;;;kWh;2018;  0,1209  ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Ireland;;;;;;;;;kWh;2018;  0,06047 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Israel;;;;;;;;;kWh;2018;  0,11476 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Italy;;;;;;;;;kWh;2018;  0,06284 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Japan;;;;;;;;;kWh;2018;  0,07959 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Latvia;;;;;;;;;kWh;2018;  0,0213  ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Lithuania;;;;;;;;;kWh;2018;  0,04324 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Luxembourg;;;;;;;;;kWh;2018;  0,06101 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Malaysia;;;;;;;;;kWh;2018;  0,11018 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Malta;;;;;;;;;kWh;2018;  0,12801 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Mexico;;;;;;;;;kWh;2018;  0,07095 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Netherlands;;;;;;;;;kWh;2018;  0,07521 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);New Zealand;;;;;;;;;kWh;2018;  0,01925 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Norway;;;;;;;;;kWh;2018;  0,002   ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Pakistan;;;;;;;;;kWh;2018;  0,05895 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);People's Rep. of China;;;;;;;;;kWh;2018;  0,11795 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Philippines;;;;;;;;;kWh;2018;  0,07879 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Poland;;;;;;;;;kWh;2018;  0,12257 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Portugal;;;;;;;;;kWh;2018;  0,03878 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Romania;;;;;;;;;kWh;2018;  0,07663 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Russian Federation;;;;;;;;;kWh;2018;  0,06998 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Saudi Arabia;;;;;;;;;kWh;2018;  0,12227 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Singapore;;;;;;;;;kWh;2018;  0,07845 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Slovak Republic;;;;;;;;;kWh;2018;  0,03118 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Slovenia;;;;;;;;;kWh;2018;  0,05243 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);South Africa;;;;;;;;;kWh;2018;  0,12943 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);South Korea;;;;;;;;;kWh;2018;  0,08837 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Spain;;;;;;;;;kWh;2018;  0,044   ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Sweden;;;;;;;;;kWh;2018;  0,00191 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Switzerland;;;;;;;;;kWh;2018;  0,0048  ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Thailand;;;;;;;;;kWh;2018;  0,08168 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Turkey;;;;;;;;;kWh;2018;  0,07367 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Ukraine;;;;;;;;;kWh;2018;  0,07206 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);United States;;;;;;;;;kWh;2018;  0,07697 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Africa (average);;;;;;;;;kWh;2018;  0,08663 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);EU (average);;;;;;;;;kWh;2018;  0,05455 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Latin America (average);;;;;;;;;kWh;2018;  0,02828 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Middle East (average);;;;;;;;;kWh;2018;  0,10627 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (generation);Non-OECD Europe and Eurasia (average);;;;;;;;;kWh;2018;  0,0735  ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Australia;;;;;;;;;kWh;2018;  0,00856 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Austria;;;;;;;;;kWh;2018;  0,0019  ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Belgium;;;;;;;;;kWh;2018;  0,00127 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Brazil;;;;;;;;;kWh;2018;  0,00185 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Bulgaria;;;;;;;;;kWh;2018;  0,01264 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Canada;;;;;;;;;kWh;2018;  0,00318 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Chinese Taipei;;;;;;;;;kWh;2018;  0,00318 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Croatia;;;;;;;;;kWh;2018;  0,00557 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Cyprus;;;;;;;;;kWh;2018;  0,00601 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Czech Republic;;;;;;;;;kWh;2018;  0,00676 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Denmark;;;;;;;;;kWh;2018;  0,00238 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Egypt;;;;;;;;;kWh;2018;  0,00965 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Estonia;;;;;;;;;kWh;2018;  0,01769 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Finland;;;;;;;;;kWh;2018;  0,00085 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);France;;;;;;;;;kWh;2018;  0,00075 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Germany;;;;;;;;;kWh;2018;  0,00372 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Gibraltar;;;;;;;;;kWh;2018;  0,00362 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Greece;;;;;;;;;kWh;2018;  0,01107 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Hong Kong, China;;;;;;;;;kWh;2018;  0,01276 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Hungary;;;;;;;;;kWh;2018;  0,00475 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Iceland;;;;;;;;;kWh;2018;  0,0     ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);India;;;;;;;;;kWh;2018;  0,0306  ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Indonesia;;;;;;;;;kWh;2018;  0,01315 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Ireland;;;;;;;;;kWh;2018;  0,00503 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Israel;;;;;;;;;kWh;2018;  0,00522 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Italy;;;;;;;;;kWh;2018;  0,00431 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Japan;;;;;;;;;kWh;2018;  0,00358 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Latvia;;;;;;;;;kWh;2018;  0,00149 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Lithuania;;;;;;;;;kWh;2018;  0,00367 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Luxembourg;;;;;;;;;kWh;2018;  0,00155 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Malaysia;;;;;;;;;kWh;2018;  0,0074  ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Malta;;;;;;;;;kWh;2018;  0,01084 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Mexico;;;;;;;;;kWh;2018;  0,0112  ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Netherlands;;;;;;;;;kWh;2018;  0,00384 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);New Zealand;;;;;;;;;kWh;2018;  0,0014  ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Norway;;;;;;;;;kWh;2018;  0,00016 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Pakistan;;;;;;;;;kWh;2018;  0,01266 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);People's Rep. of China;;;;;;;;;kWh;2018;  0,00723 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Philippines;;;;;;;;;kWh;2018;  0,00869 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Poland;;;;;;;;;kWh;2018;  0,0101  ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Portugal;;;;;;;;;kWh;2018;  0,00414 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Romania;;;;;;;;;kWh;2018;  0,01275 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Russian Federation;;;;;;;;;kWh;2018;  0,01027 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Saudi Arabia;;;;;;;;;kWh;2018;  0,01056 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Singapore;;;;;;;;;kWh;2018;  0,00146 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Slovak Republic;;;;;;;;;kWh;2018;  0,00174 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Slovenia;;;;;;;;;kWh;2018;  0,00354 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);South Africa;;;;;;;;;kWh;2018;  0,01298 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);South Korea;;;;;;;;;kWh;2018;  0,00329 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Spain;;;;;;;;;kWh;2018;  0,00503 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Sweden;;;;;;;;;kWh;2018;  0,0001  ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Switzerland;;;;;;;;;kWh;2018;  0,00038 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Thailand;;;;;;;;;kWh;2018;  0,0055  ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Turkey;;;;;;;;;kWh;2018;  0,01253 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Ukraine;;;;;;;;;kWh;2018;  0,01056 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);United States;;;;;;;;;kWh;2018;  0,0052  ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Africa (average);;;;;;;;;kWh;2018;  0,01697 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);EU (average);;;;;;;;;kWh;2018;  0,00413 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Latin America (average);;;;;;;;;kWh;2018;  0,00566 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Middle East (average);;;;;;;;;kWh;2018;  0,01717 ;;;;;;
WTT- UK & overseas elec;WTT- overseas electricity (T&D);Non-OECD Europe and Eurasia (average);;;;;;;;;kWh;2018;  0,01054 ;;;;;;
WTT- heat and steam;WTT- heat and steam;;;;Onsite heat and steam;;;;;;kWh;2018;  0,02709 ;;;;;;
WTT- heat and steam;WTT- heat and steam;;;;District heat and steam;;;;;;kWh;2018;  0,02709;;;;;;
WTT- heat and steam;WTT- district heat & steam distribution;;;;5% loss;;;;;;kWh;2018;  0,00143;;;;;;
Water supply;Water supply;;;;Water supply;;;;;;cubic metres;;  0,344   ;;;;;;
Water supply;Water supply;;;;Water supply;;;;;;million litres;;344,0     ;;;;;;
Water treatment;Water treatment;;;;Water treatment;;;;;;cubic metres;;  0,708      ;;;;;;
Water treatment;Water treatment;;;;Water treatment;;;;;;million litres;;708,0        ;;;;;;
Material use;Construction;;;;Primary material production;Aggregates;;;;;tonnes;;7,8123;;;;;;
Material use;Construction;;;;Primary material production;Average construction;;;;;tonnes;;69,3242;;;;;;
Material use;Construction;;;;Primary material production;Asbestos;;;;;tonnes;;27;;;;;;
Material use;Construction;;;;Primary material production;Asphalt;;;;;tonnes;;39,2125;;;;;;
Material use;Construction;;;;Primary material production;Bricks;;;;;tonnes;;241,8123;;;;;;
Material use;Construction;;;;Primary material production;Concrete;;;;;tonnes;;131,8123;;;;;;
Material use;Construction;;;;Primary material production;Insulation;;;;;tonnes;;1861,8123;;;;;;
Material use;Construction;;;;Primary material production;Metals;;;;;tonnes;;4305,3067;;;;;;
Material use;Construction;;;;Primary material production;Soils;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Primary material production;Mineral oil;;;;;tonnes;;1401;;;;;;
Material use;Construction;;;;Primary material production;Plasterboard;;;;;tonnes;;120,05;;;;;;
Material use;Construction;;;;Primary material production;Tyres;;;;;tonnes;;3335,5719;;;;;;
Material use;Construction;;;;Primary material production;Wood;;;;;tonnes;;416,1972;;;;;;
Material use;Construction;;;;Re-used;Aggregates;;;;;tonnes;;2,21;;;;;;
Material use;Construction;;;;Re-used;Average construction;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Re-used;Asbestos;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Re-used;Asphalt;;;;;tonnes;;1,7383;;;;;;
Material use;Construction;;;;Re-used;Bricks;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Re-used;Concrete;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Re-used;Insulation;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Re-used;Metals;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Re-used;Soils;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Re-used;Mineral oil;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Re-used;Plasterboard;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Re-used;Tyres;;;;;tonnes;;731,2179;;;;;;
Material use;Construction;;;;Re-used;Wood;;;;;tonnes;;38,6462;;;;;;
Material use;Construction;;;;Open-loop source;Aggregates;;;;;tonnes;;3,2292;;;;;;
Material use;Construction;;;;Open-loop source;Average construction;;;;;tonnes;;6,0291;;;;;;
Material use;Construction;;;;Open-loop source;Asbestos;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Open-loop source;Asphalt;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Open-loop source;Bricks;;;;;tonnes;;3,2292;;;;;;
Material use;Construction;;;;Open-loop source;Concrete;;;;;tonnes;;3,2292;;;;;;
Material use;Construction;;;;Open-loop source;Insulation;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Open-loop source;Metals;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Open-loop source;Soils;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Open-loop source;Mineral oil;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Open-loop source;Plasterboard;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Open-loop source;Tyres;;;;;tonnes;;308,4002;;;;;;
Material use;Construction;;;;Open-loop source;Wood;;;;;tonnes;;259,2227;;;;;;
Material use;Construction;;;;Closed-loop source;Aggregates;;;;;tonnes;;3,2292;;;;;;
Material use;Construction;;;;Closed-loop source;Average construction;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Closed-loop source;Asbestos;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Closed-loop source;Asphalt;;;;;tonnes;;28,6892;;;;;;
Material use;Construction;;;;Closed-loop source;Bricks;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Closed-loop source;Concrete;;;;;tonnes;;3,2292;;;;;;
Material use;Construction;;;;Closed-loop source;Insulation;;;;;tonnes;;1852,1422;;;;;;
Material use;Construction;;;;Closed-loop source;Metals;;;;;tonnes;;1781,806;;;;;;
Material use;Construction;;;;Closed-loop source;Soils;;;;;tonnes;;1,0192;;;;;;
Material use;Construction;;;;Closed-loop source;Mineral oil;;;;;tonnes;;676;;;;;;
Material use;Construction;;;;Closed-loop source;Plasterboard;;;;;tonnes;;32,17;;;;;;
Material use;Construction;;;;Closed-loop source;Tyres;;;;;tonnes;;;;;;;;
Material use;Construction;;;;Closed-loop source;Wood;;;;;tonnes;;93,9837;;;;;;
Material use;Other;;;;Primary material production;Books;;;;;tonnes;;955,6535;;;;;;
Material use;Other;;;;Primary material production;Glass;;;;;tonnes;;895;;;;;;
Material use;Other;;;;Primary material production;Clothing;;;;;tonnes;;22310;;;;;;
Material use;Other;;;;Primary material production;Food and drink;;;;;tonnes;;4060,1636;;;;;;
Material use;Other;;;;Re-used;Books;;;;;tonnes;;;;;;;;
Material use;Other;;;;Re-used;Glass;;;;;tonnes;;;;;;;;
Material use;Other;;;;Re-used;Clothing;;;;;tonnes;;152,25;;;;;;
Material use;Other;;;;Re-used;Food and drink;;;;;tonnes;;;;;;;;
Material use;Other;;;;Open-loop source;Books;;;;;tonnes;;;;;;;;
Material use;Other;;;;Open-loop source;Glass;;;;;tonnes;;19;;;;;;
Material use;Other;;;;Open-loop source;Clothing;;;;;tonnes;;152,25;;;;;;
Material use;Other;;;;Open-loop source;Food and drink;;;;;tonnes;;;;;;;;
Material use;Other;;;;Closed-loop source;Books;;;;;tonnes;;795,4032;;;;;;
Material use;Other;;;;Closed-loop source;Glass;;;;;tonnes;;529;;;;;;
Material use;Other;;;;Closed-loop source;Clothing;;;;;tonnes;;;;;;;;
Material use;Other;;;;Closed-loop source;Food and drink;;;;;tonnes;;;;;;;;
Material use;Organic;;;;Primary material production;Compost derived from garden waste;;;;;tonnes;;16;;;;;;
Material use;Organic;;;;Primary material production;Compost derived from food and garden waste;;;;;tonnes;;16,9118;;;;;;
Material use;Organic;;;;Re-used;Compost derived from garden waste;;;;;tonnes;;;;;;;;
Material use;Organic;;;;Re-used;Compost derived from food and garden waste;;;;;tonnes;;;;;;;;
Material use;Organic;;;;Open-loop source;Compost derived from garden waste;;;;;tonnes;;;;;;;;
Material use;Organic;;;;Open-loop source;Compost derived from food and garden waste;;;;;tonnes;;;;;;;;
Material use;Organic;;;;Closed-loop source;Compost derived from garden waste;;;;;tonnes;;;;;;;;
Material use;Organic;;;;Closed-loop source;Compost derived from food and garden waste;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Primary material production;WEEE - fridges and freezers;;;;;tonnes;;3814,3675;;;;;;
Material use;Electrical items;;;;Primary material production;WEEE - large;;;;;tonnes;;537,2419;;;;;;
Material use;Electrical items;;;;Primary material production;WEEE - mixed;;;;;tonnes;;1148,421;;;;;;
Material use;Electrical items;;;;Primary material production;WEEE - small;;;;;tonnes;;1759,6002;;;;;;
Material use;Electrical items;;;;Primary material production;Batteries;;;;;tonnes;;12094,2797;;;;;;
Material use;Electrical items;;;;Re-used;WEEE - fridges and freezers;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Re-used;WEEE - large;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Re-used;WEEE - mixed;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Re-used;WEEE - small;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Re-used;Batteries;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Open-loop source;WEEE - fridges and freezers;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Open-loop source;WEEE - large;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Open-loop source;WEEE - mixed;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Open-loop source;WEEE - small;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Open-loop source;Batteries;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Closed-loop source;WEEE - fridges and freezers;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Closed-loop source;WEEE - large;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Closed-loop source;WEEE - mixed;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Closed-loop source;WEEE - small;;;;;tonnes;;;;;;;;
Material use;Electrical items;;;;Closed-loop source;Batteries;;;;;tonnes;;;;;;;;
Material use;Metal;;;;Primary material production;Metal: aluminium cans and foil (excl. forming);;;;;tonnes;;12873,608;;;;;;
Material use;Metal;;;;Primary material production;Metal: mixed cans;;;;;tonnes;;6556,808;;;;;;
Material use;Metal;;;;Primary material production;Metal: scrap metal;;;;;tonnes;;3829,5038;;;;;;
Material use;Metal;;;;Primary material production;Metal: steel cans;;;;;tonnes;;3003,608;;;;;;
Material use;Metal;;;;Re-used;Metal: aluminium cans and foil (excl. forming);;;;;tonnes;;;;;;;;
Material use;Metal;;;;Re-used;Metal: mixed cans;;;;;tonnes;;;;;;;;
Material use;Metal;;;;Re-used;Metal: scrap metal;;;;;tonnes;;;;;;;;
Material use;Metal;;;;Re-used;Metal: steel cans;;;;;tonnes;;;;;;;;
Material use;Metal;;;;Open-loop source;Metal: aluminium cans and foil (excl. forming);;;;;tonnes;;;;;;;;
Material use;Metal;;;;Open-loop source;Metal: mixed cans;;;;;tonnes;;;;;;;;
Material use;Metal;;;;Open-loop source;Metal: scrap metal;;;;;tonnes;;;;;;;;
Material use;Metal;;;;Open-loop source;Metal: steel cans;;;;;tonnes;;;;;;;;
Material use;Metal;;;;Closed-loop source;Metal: aluminium cans and foil (excl. forming);;;;;tonnes;;3012,5707;;;;;;
Material use;Metal;;;;Closed-loop source;Metal: mixed cans;;;;;tonnes;;2191,6352;;;;;;
Material use;Metal;;;;Closed-loop source;Metal: scrap metal;;;;;tonnes;;1762,8181;;;;;;
Material use;Metal;;;;Closed-loop source;Metal: steel cans;;;;;tonnes;;1729,8589;;;;;;
Material use;Plastic;;;;Primary material production;Plastics: average plastics;;;;;tonnes;;3119,0225;;;;;;
Material use;Plastic;;;;Primary material production;Plastics: average plastic film;;;;;tonnes;;2577,1364;;;;;;
Material use;Plastic;;;;Primary material production;Plastics: average plastic rigid;;;;;tonnes;;3186,3635;;;;;;
Material use;Plastic;;;;Primary material production;Plastics: HDPE (incl. forming);;;;;tonnes;;3180,3494;;;;;;
Material use;Plastic;;;;Primary material production;Plastics: LDPE and LLDPE (incl. forming);;;;;tonnes;;2603,608;;;;;;
Material use;Plastic;;;;Primary material production;Plastics: PET (incl. forming);;;;;tonnes;;4055,8519;;;;;;
Material use;Plastic;;;;Primary material production;Plastics: PP (incl. forming);;;;;tonnes;;3075,2358;;;;;;
Material use;Plastic;;;;Primary material production;Plastics: PS (incl. forming);;;;;tonnes;;3780,9205;;;;;;
Material use;Plastic;;;;Primary material production;Plastics: PVC (incl. forming);;;;;tonnes;;3416,0558;;;;;;
Material use;Plastic;;;;Re-used;Plastics: average plastics;;;;;tonnes;;;;;;;;
Material use;Plastic;;;;Re-used;Plastics: average plastic film;;;;;tonnes;;;;;;;;
Material use;Plastic;;;;Re-used;Plastics: average plastic rigid;;;;;tonnes;;;;;;;;
Material use;Plastic;;;;Re-used;Plastics: HDPE (incl. forming);;;;;tonnes;;;;;;;;
